,FILING_SEQ_NO,ASSESSMENT_YEAR,FORM_ID,GENDER,RES_STATUS,SALARIES,INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,PRFT_GAIN_BP_INC_115BBF,TOTAL_PROFTS_GAINS_BP,ST_CG_AMT_1,ST_CG_AMT_2,LTCG_INDEXATION,ST_CG_AMT_APPRATE,LTCG_NO_INDEXATION,TOTAL_SCTG,LT_CG_AMT_1,LT_CG_AMT_2,TOTAL_LTCG,TOTAL_CAP_GAIN,INCOME_OS_NOT_RACEHORSE,INC_CHARBLE_SPL_RATE,WIN_LOT_PUZ,INCOME_OS_RACEHORSE,TOTAL_INCOME_OS,GTI_BEFORE_LOSSES,CYL_SET_OFF,BAL_AFTR_CYL_SET_OFF,BFL_SET_OFF_BALANCE,GROSS_TOTAL_INCOME,INC_CHG_TAX_SPL_RATES,DEDUCT_SEC_10A_OR_10AA,PARTB_CHAPTER_VIA,PARTC_CHAPTER_VIA,TOTAL_DEDUC_VIA,TOTAL_INCOME,INC_SPL_111A_112,NET_AGRC_INCOME,AGGREGATE_INCOME,CY_LOSS_CARRYFWD,TAX_PAYBLE_TI_SEC115JC,SURCHARGE_ON_DEEMED_TI,EDUCATION_CESS_SEC115JC,TOTAL_TAX_PAYBL_SEC115JC,TAX_NORMAL_RATE,TAX_SI_RATE,REBATE_AGRC_INCOME,TAX_PAYABL_TOT_INCOM,REBATE_87A,TAX_PAYABLE_ON_REBATE,SURCHARGE_25OFSI,SURCHARGE_ON_ABOVE_CRORE,TOTAL_SURCHARGE,REBATE,BALANCE_TAX_PAYABLE,EDUCATION_CESS,GROSS_TAX_LIABILITY,GROSS_TAX_PAYABLE,CRDEDIT_US115JD_EY,TAX_PAYBLE_AFTR_CRDT_SEC115JD,RELIEF_89,RELIEF_90,RELIEF_91,TOTAL_RELIEF,NET_TAX_LIABILTY,INT_PAYABLE_234A,INT_PAYABLE_234B,INT_PAYABLE_234C,TOTAL_INT_PAYABLE,AGGREGATE_LIABILTY,ADVANCE_TAX,TOTAL_TDS,TOTAL_TCS,SELF_ASSESMNT_TAX,TOTAL_TAX_PAID,TAX_PAYBL,REFUND_AMOUNT,AGE,EDUCATION_CESS_115JC,AGEGRP
49,294745576,2017,ITR-1,M,RES,414074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414074,0,0,0,414074,0,0,0,0,48687,365390,0,0,0,0,0,0,0,0,11539,0,0,11539,5000,6539,0,0,0,0,0,196,6735,6735,0,0,0,0,0,0,6735,0,0,0,0,6735,0,0,0,0,0,6740,0,40,0,0
50,299657417,2017,ITR-1,M,RES,534563.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534563,0,0,0,534563,0,0,0,0,143159,391400,0,0,0,0,0,0,0,0,14140,0,0,14140,5000,9140,0,0,0,0,0,274,9414,9414,0,0,0,0,0,0,9414,0,0,0,0,9414,0,9414,0,0,9414,0,0,30,0,0
51,282550473,2017,ITR-1,M,RES,1516464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516464,0,0,0,1516464,0,0,0,0,207240,1309220,0,0,0,0,0,0,0,0,217766,0,0,217766,0,217766,0,0,0,0,0,6533,224299,224299,0,0,0,0,0,0,224299,0,0,0,0,224299,0,228057,0,0,228057,0,3760,50,0,0
52,270633160,2017,ITR-1,M,RES,702421.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10670,713091,0,0,0,713091,0,0,0,0,165399,547690,0,0,0,0,0,0,0,0,34538,0,0,34538,0,34538,0,0,0,0,0,1036,35574,35574,0,0,0,0,0,0,35574,0,0,0,0,35574,0,34444,0,1130,35574,0,0,50,0,0
53,301295907,2017,ITR-1,F,RES,1130473.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130473,0,0,0,1130473,0,0,0,0,155215,975260,0,0,0,0,0,0,0,0,120052,0,0,120052,0,120052,0,0,0,0,0,3602,123654,123654,0,0,0,0,0,0,123654,0,0,0,0,123654,0,123654,0,0,123654,0,0,41,0,0
54,278611498,2017,ITR-1,M,RES,313283.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141600,454883,0,0,0,454883,0,0,0,0,106510,348370,0,0,0,0,0,0,0,0,4837,0,0,4837,4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1
55,273666011,2017,ITR-1,M,RES,581618.1,-110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471618,0,0,0,471618,0,0,0,0,150000,321620,0,0,0,0,0,0,0,0,7162,0,0,7162,5000,2162,0,0,0,0,0,65,2227,2227,0,0,0,0,0,0,2227,0,0,0,0,2227,0,16683,0,0,16683,0,14460,46,0,0
56,293210231,2017,ITR-1,M,RES,504000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,506645,0,0,0,506645,0,0,0,0,160041,346600,0,0,0,0,0,0,0,0,9660,0,0,9660,5000,4660,0,0,0,0,0,140,4800,4800,0,0,0,0,0,0,4800,0,0,0,0,4800,0,4800,0,0,4800,0,0,42,0,0
57,298524863,2017,ITR-1,M,RES,285600.1,-94464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111922,303058,0,0,0,303058,0,0,0,0,6376,296680,0,0,0,0,0,0,0,0,4668,0,0,4668,4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,1125,0,1130,46,0,0
58,278347107,2017,ITR-1,F,RES,0.1,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168033,231033,0,0,0,231033,0,0,0,0,5500,225530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,1454,0,1450,36,0,0
59,296262768,2017,ITR-1,M,RES,464645.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14093,478738,0,0,0,478738,0,0,0,0,183290,295450,0,0,0,0,0,0,0,0,4545,0,0,4545,4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,1410,0,1410,28,0,0
60,274569558,2017,ITR-1,F,RES,840185.1,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640185,0,0,0,640185,0,0,0,0,141930,498260,0,0,0,0,0,0,0,0,24826,0,0,24826,5000,19826,0,0,0,0,0,595,20421,20421,0,0,0,0,0,0,20421,0,0,0,0,20421,0,24048,0,0,24048,0,3630,35,0,0
61,318127905,2017,ITR-1,M,RES,647702.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777,651479,0,0,0,651479,0,0,0,0,95145,556330,0,0,0,0,0,0,0,0,36266,0,0,36266,0,36266,0,0,0,0,0,1088,37354,37354,0,0,0,0,0,0,37354,0,0,0,0,37354,0,37354,0,0,37354,0,0,39,0,0
62,275723717,2017,ITR-1,F,RES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234006,234006,0,0,0,234006,0,0,0,0,0,234010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16211,0,0,16211,0,16210,41,0,0
63,277335260,2017,ITR-1,M,RES,339098.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339098,0,0,0,339098,0,0,0,0,28674,310420,0,0,0,0,0,0,0,0,6042,0,0,6042,5000,1042,0,0,0,0,0,31,1073,1073,0,0,0,0,0,0,1073,0,0,0,0,1073,0,3412,0,0,3412,0,2340,32,0,0
64,337445502,2017,ITR-1,F,RES,260000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,270000,0,0,0,270000,0,0,0,0,11228,258770,0,0,0,0,0,0,0,0,877,0,0,877,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
65,296138386,2017,ITR-1,M,RES,942487.1,-167634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774853,0,0,0,774853,0,0,0,0,161697,613160,0,0,0,0,0,0,0,0,47632,0,0,47632,0,47632,0,0,0,0,0,1429,49061,49061,0,0,0,0,0,0,49061,0,0,0,0,49061,0,49061,0,0,49061,0,0,34,0,0
66,283245617,2017,ITR-1,M,RES,658407.1,-120560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,539041,0,0,0,539041,0,0,0,0,113316,425730,0,0,0,0,0,0,0,0,17573,0,0,17573,5000,12573,0,0,0,0,0,377,12950,12950,0,0,0,0,0,0,12950,0,0,0,0,12950,0,20161,0,0,20161,0,7210,30,0,0
67,321473981,2017,ITR-1,F,RES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315302,315302,0,0,0,315302,0,0,0,0,11386,303920,0,0,0,0,0,0,0,0,5392,0,0,5392,5000,392,0,0,0,0,0,12,404,404,0,0,0,0,0,0,404,0,0,0,0,404,0,5390,0,0,5390,0,4990,32,0,0
68,331154267,2017,ITR-1,F,RES,570420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,573166,0,0,0,573166,0,0,0,0,152746,420420,0,0,0,0,0,0,0,0,17042,0,0,17042,5000,12042,0,0,0,0,0,361,12403,12403,0,0,0,0,0,0,12403,0,0,0,0,12403,0,12404,0,0,12404,0,0,33,0,0
69,288103073,2017,ITR-1,F,RES,731378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79247,810625,0,0,0,810625,0,0,0,0,211628,599000,0,0,0,0,0,0,0,0,44800,0,0,44800,0,44800,0,0,0,0,0,1344,46144,46144,0,0,0,0,0,0,46144,0,0,0,0,46144,0,51025,0,0,51025,0,4880,35,0,0
70,276201680,2017,ITR-1,M,RES,371819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16143,387962,0,0,0,387962,0,0,0,0,150000,237960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10537,0,0,10537,0,10540,50,0,0
71,324598472,2017,ITR-1,M,RES,913864.1,-143805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770059,0,0,0,770059,0,0,0,0,150000,620060,0,0,0,0,0,0,0,0,49012,0,0,49012,0,49012,0,0,0,0,0,1470,50482,50482,0,0,0,0,0,0,50482,0,0,0,0,50482,0,103183,0,0,103183,0,52700,47,0,0
72,299653855,2017,ITR-1,M,RES,461691.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461691,0,0,0,461691,0,0,0,0,71400,390290,0,0,0,0,0,0,0,0,14029,0,0,14029,5000,9029,0,0,0,0,0,271,9300,9300,0,0,0,0,0,0,9300,0,0,0,0,9300,0,9431,0,0,9431,0,130,41,0,0
73,296119670,2017,ITR-1,M,RES,1502035.1,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302035,0,0,0,1302035,0,0,0,0,232347,1069690,0,0,0,0,0,0,0,0,145907,0,0,145907,0,145907,0,0,0,0,0,4377,150284,150284,0,0,0,0,0,0,150284,0,0,0,0,150284,0,150284,0,0,150284,0,0,42,0,0
74,321259321,2017,ITR-1,M,RES,313800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36391,350191,0,0,0,350191,0,0,0,0,50998,299190,0,0,0,0,0,0,0,0,4919,0,0,4919,4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0,0,2940,0,2940,36,0,0
75,279713871,2017,ITR-1,F,RES,362160.1,-141144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,223552,0,0,0,223552,0,0,0,0,152536,71020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
76,268711886,2017,ITR-1,M,RES,620209.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620209,0,0,0,620209,0,0,0,0,275000,345210,0,0,0,0,0,0,0,0,9521,0,0,9521,5000,4521,0,0,0,0,0,136,4657,4657,0,0,0,0,0,0,4657,0,0,0,0,4657,0,39064,0,0,39064,0,34410,48,0,0
77,290039096,2017,ITR-1,M,RES,1077515.1,-139754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937761,0,0,0,937761,0,0,0,0,150000,787760,0,0,0,0,0,0,0,0,82552,0,0,82552,0,82552,0,0,0,0,0,2477,85029,85029,0,0,0,0,0,0,85029,0,0,0,0,85029,0,85030,0,0,85030,0,0,50,0,0
78,323010840,2017,ITR-1,M,RES,307315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307315,0,0,0,307315,0,0,0,0,9000,298320,0,0,0,0,0,0,0,0,4832,0,0,4832,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9780,0,0,9780,0,9780,56,0,0
79,332296115,2017,ITR-1,M,RES,360000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,0,0,0,360000,0,0,0,0,150000,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
80,325459942,2017,ITR-1,M,NRI,0.1,295680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149680,445360,0,0,0,445360,0,0,0,0,82060,363300,0,0,0,0,0,0,0,0,11330,0,0,11330,0,11330,0,0,0,0,0,339,11669,11669,0,0,0,0,0,0,11669,456,0,0,456,12125,0,5942,0,6180,12122,0,0,43,0,0
81,321218741,2017,ITR-1,M,RES,479508.1,-72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407508,0,0,0,407508,0,0,0,0,30579,376930,0,0,0,0,0,0,0,0,12693,0,0,12693,5000,7693,0,0,0,0,0,231,7924,7924,0,0,0,0,0,0,7924,0,0,0,0,7924,0,7924,0,0,7924,0,0,33,0,0
82,277724146,2017,ITR-1,M,RES,378268.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,378537,0,0,0,378537,0,0,0,0,79769,298770,0,0,0,0,0,0,0,0,4877,0,0,4877,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6460,0,0,6460,0,6460,35,0,0
83,286493529,2017,ITR-1,M,RES,927146.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927146,0,0,0,927146,0,0,0,0,210000,717150,0,0,0,0,0,0,0,0,68430,0,0,68430,0,68430,0,0,0,0,0,2053,70483,70483,0,0,0,0,0,0,70483,0,0,0,0,70483,0,82843,0,0,82843,0,12360,33,0,0
84,332443612,2017,ITR-1,M,RES,2142620.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142620,0,0,0,2142620,0,0,0,0,150000,1992620,0,0,0,0,0,0,0,0,422786,0,0,422786,0,422786,0,0,0,0,0,12684,435470,435470,0,0,0,0,0,0,435470,0,0,0,0,435470,0,435470,0,0,435470,0,0,36,0,0
85,295670623,2017,ITR-1,M,RES,958829.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289471,1248300,0,0,0,1248300,0,0,0,0,71000,1177300,0,0,0,0,0,0,0,0,178190,0,0,178190,0,178190,0,0,0,0,0,5346,183536,183536,0,0,0,0,0,0,183536,0,1390,1400,2790,186326,0,155697,0,35630,191327,0,5000,36,0,0
86,270103464,2017,ITR-1,F,RES,294998.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181037,476035,0,0,0,476035,0,0,0,0,3521,472510,0,0,0,0,0,0,0,0,17251,0,0,17251,5000,12251,0,0,0,0,0,368,12619,12619,0,0,0,0,0,0,12619,0,0,0,0,12619,0,0,0,12620,12620,0,0,71,0,1
87,289343539,2017,ITR-1,M,RES,1255034.1,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44776,1289811,0,0,0,1289811,0,0,0,0,179796,1110020,0,0,0,0,0,0,0,0,153003,0,0,153003,0,153003,0,0,0,0,0,4590,157593,157593,0,0,0,0,0,0,157593,0,0,0,0,157593,0,147495,0,10100,157595,0,0,60,0,1
88,283592728,2017,ITR-1,M,RES,1503621.1,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303621,0,0,0,1303621,0,0,0,0,182499,1121120,0,0,0,0,0,0,0,0,161336,0,0,161336,0,161336,0,0,0,0,0,4840,166176,166176,0,0,0,0,0,0,166176,0,0,0,0,166176,0,198161,0,0,198161,0,31990,36,0,0
89,288789742,2017,ITR-1,M,RES,1155397.1,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955397,0,0,0,955397,0,0,0,0,150000,805400,0,0,0,0,0,0,0,0,86080,0,0,86080,0,86080,0,0,0,0,0,2582,88662,88662,0,0,0,0,0,0,88662,0,0,0,0,88662,0,131790,0,0,131790,0,43130,32,0,0
90,273864920,2017,ITR-1,F,RES,754322.1,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8046,562368,0,0,0,562368,0,0,0,0,300911,261460,0,0,0,0,0,0,0,0,1146,0,0,1146,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19903,0,0,19903,0,19900,46,0,0
91,283806038,2017,ITR-1,F,RES,141413.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76681,218094,0,0,0,218094,0,0,0,0,15772,202320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
92,313038308,2017,ITR-1,F,RES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214272,214272,0,0,0,214272,0,0,0,0,30055,184220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
93,339842898,2017,ITR-1,M,RES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297440,297440,0,0,0,297440,0,0,0,0,0,297440,0,0,0,0,0,0,0,0,4744,0,0,4744,4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
94,306342915,2017,ITR-1,M,RES,160000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83575,243575,0,0,0,243575,0,0,0,0,119037,124540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
95,288007816,2017,ITR-1,M,RES,1897212.1,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9165,1706377,0,0,0,1706377,0,0,0,0,159165,1547210,0,0,0,0,0,0,0,0,289163,0,0,289163,0,289163,0,0,0,0,0,8675,297838,297838,0,0,0,0,0,0,297838,0,0,0,0,297838,0,398113,0,0,398113,0,100280,43,0,0
96,341159167,2017,ITR-1,M,RES,1325970.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325970,0,0,0,1325970,0,0,0,0,150000,1175970,0,0,0,0,0,0,0,0,172791,0,0,172791,0,172791,0,0,0,0,0,5184,177975,177975,0,0,0,0,0,0,177975,0,0,0,0,177975,0,183000,0,10070,193070,0,15100,60,0,1
97,314983093,2017,ITR-1,M,RES,884567.1,-97255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587253,1374565,0,0,0,1374565,0,0,0,0,160000,1214570,0,0,0,0,0,0,0,0,184371,0,0,184371,0,184371,0,0,0,0,0,5531,189902,189902,0,0,0,0,0,0,189902,0,0,0,0,189902,0,157428,0,32480,189908,0,10,61,0,1
98,298115074,2017,ITR-1,F,RES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220690,220690,0,0,0,220690,0,0,0,0,0,220690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
99,292313559,2017,ITR-1,M,RES,210000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290979,500979,0,0,0,500979,0,0,0,0,5930,495050,0,0,0,0,0,0,0,0,24505,0,0,24505,5000,19505,0,0,0,0,0,585,20090,20090,0,0,0,0,0,0,20090,0,0,0,0,20090,0,28803,0,0,28803,0,8710,31,0,0
100,266092444,2017,ITR-3,MISSING,MISSING,0.1,0,1470659,0,0,0,1470659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470659,120000,1350659,0,1350659,0,0,180000,0,180000,1170660,0,0,1170660,0,0,0,0,0,171198,0,0,171198,0,171198,0,0,0,0,0,5136,176334,176334,0,176334,0,0,0,0,176334,0,818,4127,4945,181279,0,94497,0,0,94497,86780,0,63,5136,1
101,266128710,2017,ITR-3,MISSING,MISSING,0.1,184800,317337,0,0,0,317337,0,0,0,0,0,0,0,0,0,0,132347,0,0,0,132347,634484,0,634484,0,634484,0,0,160000,0,160000,474480,0,0,474480,0,0,0,0,0,22448,0,0,22448,5000,17448,0,0,0,0,0,523,17971,17971,0,17971,0,0,0,0,17971,0,179,0,179,18150,0,0,0,18150,18150,0,0,53,523,0
